id,num_orders
1028232,1034.0464689215485
1262649,1069.216957470792
1453211,1029.69533250224
1262599,857.3052288633588
1495848,1022.0516610424552
1342607,1010.9534521380808
1358429,1050.5282040461077
1475006,1121.6528406683897
1009709,1138.8509173936518
1460444,632.6198403877252
1476535,1575.2569710123498
1297121,1641.1116973888236
1141103,1677.2815471239871
1274933,1469.665215431375
1435122,4104.207184376073
1486477,3445.4118631642195
1195364,1581.5266276124862
1301491,1592.0266340914552
1059056,1308.737685578425
1098228,1589.3180392459062
1080847,319.0722190377156
1064602,379.31228487347187
1093227,349.17002365983205
1177861,317.8201446766293
1259611,329.8788592405762
1274836,272.24734238470984
1030333,364.0740471728338
1249982,295.287168620435
1188591,291.9244873057466
1316160,344.2462841563724
1419545,128.9784145684359
1062437,171.31860024442184
1181575,156.54690216588662
1143023,167.85153788595184
1278339,138.03745034647238
1282203,174.3526311067478
1080746,175.2038345453344
1296937,169.41113735086003
1210564,169.04796792313493
1390579,151.56903080477366
1436947,153.9200575761998
1045739,144.48654092091337
1318087,136.6551407854163
1223698,148.41340351279067
1436625,348.29428893748786
1383644,224.89742504396068
1045356,143.7776491755736
1121593,144.35697803047293
1114635,142.65603120520376
1332667,128.69655876919788
1039351,91.6831831718048
1319273,66.16920591349846
1305518,105.25884329374212
1327143,111.65224335491901
1272171,101.67705786233296
1223757,96.0247695308273
1090089,90.69768718995704
1128850,96.50017699987104
1446344,113.82273745978094
1237947,70.80890023640205
1452835,29.331835323877364
1029462,29.20552190738386
1365321,28.98880228913037
1377892,29.088434513192112
1378346,27.881006732759804
1261333,27.64923992146206
1427333,26.267791322617867
1157382,24.568123967509457
1168967,140.4223507422391
1306954,304.36383061539124
1342909,146.78556105856674
1244760,148.57526784693982
1431361,165.70867611297066
1276681,252.54342946273428
1148958,284.6770141032961
1184174,148.8891652872844
1323560,151.19648392725304
1066229,128.31792565177804
1025558,577.0217210549349
1083889,610.6766061649457
1378453,549.8060162416706
1434331,574.2642690553998
1311554,560.4553464041392
1111904,512.9808226298276
1430955,574.4500791964497
1455829,534.9654382762583
1182896,584.4854232422941
1205862,595.4689910153515
1215917,103.67645313175893
1409427,102.69848269774113
1100468,102.9519412135851
1411863,103.39221462543095
1010693,103.41151823290794
1004925,104.9342885964821
1265382,103.12899758507298
1239027,106.45972964740471
1462013,100.05529737401899
1464784,102.70773745947588
1440692,60.31439764137217
1268331,58.671387170682266
1030648,340.8101281335806
1033468,286.7283662822725
1452010,52.22378453740562
1164883,54.13451207216188
1265395,53.20008536645714
1214244,50.60719850874695
1307226,52.713833616230666
1425834,78.0377168971628
1105463,452.98946562597456
1245977,494.38427768246885
1352817,473.5180122648689
1245183,497.6585796586718
1490092,913.7965454147173
1278462,965.0182115584431
1090267,656.3017622241688
